materia,dim,antes,despues,evidencia
Estrategia de Negocios para Arte y Diseño,DV15,3,2,La corrección a 2 es defendible. Sí hay argumentación aplicada: 'sustentar una propuesta creativa ante distintos públicos' (fin de aprendizaje) y 'Presentar avances progresivos... para recibir retroalimentación y realizar ajustes'. Pero lo que se justifica y evalúa es el sistema de negocio (Canvas 2
Estrategia de Negocios para Arte y Diseño,NC5,2,0,"El 0 se sostiene bajo lectura estricta. No aparece validación con usuarios en objetivos, contenidos ni evidencias: la retroalimentación proviene del docente ('retroalimentación estructurada del docente'), del grupo y de un panel evaluador que juzga el pitch. El panel que simula 'una convocatoria, fe"
Estrategia de Negocios para Arte y Diseño,NC8,3,1,"La corrección a 1 es defendible. PI es contenido explícito en 1.5 ('derechos de autor, marcas, patentes, licenciamiento y límites de comercialización') y 4.5 ('Comercialización y licenciamiento: modelos de distribución, restricciones'), lo que descarta el 0. Pero ninguna actividad la aplica: el pitc"
Estrategia de Negocios para Arte y Diseño,NC12,3,2,"La corrección a 2 es defendible. La gestión de riesgos sí se aplica y evalúa: actividad independiente 'análisis de imprevistos' dentro de la planeación financiera y criterio 'Planeación financiera: presupuesto, costos e imprevistos' (20%). Además 2.1 ('flujo de un proyecto: etapas, responsables y pu"
Diseño Participativo,DV1,1,0,"No aparece en el programa: ningún contenido u objetivo trata forma, color, contraste, escala, ritmo o jerarquía."
Diseño Participativo,DV2,1,0,No aparece en el programa: no hay contenidos de composición u organización espacial de elementos visuales.
Diseño Participativo,DV4,1,0,Solo 'Registro fotográfico' como herramienta etnográfica 'para la recopilación de datos en campo'; no hay creación ni tratamiento de imagen como producto de diseño.
Diseño Participativo,DV6,3,2,"La evidencia citada existe (Adaptación de herramientas según perfil del usuario; Sistemas gráficos accesibles e inclusivos; Comunicación del proyecto) y corresponde a aplicación dentro del proyecto de campo. El fin de aprendizaje apunta a bienes, espacios y sistemas socialmente útiles y a argumentar"
Diseño Participativo,DV7,1,0,"No aparece en el programa: nada sobre identidad visual, marca o lenguajes de reconocimiento."
Diseño Participativo,DV10,2,0,"Irrefutable: no hay ninguna mención de interfaces, comportamientos o experiencias digitales en fines, contenidos, actividades ni evaluación. El Mapa del viaje del usuario es herramienta de síntesis de investigación social, no diseño digital. Cumple la definición de 0 (no aparece)."
Diseño Participativo,DV11,2,1,'Sistemas gráficos accesibles e inclusivos' se menciona solo como tema dentro de 'Adaptación y accesibilidad de información'; no hay ejercicio de creación de reglas visuales consistentes/escalables.
Diseño Participativo,DV13,3,0,"Irrefutable: el programa no menciona prototipos, maquetas, pruebas ni materialización técnica en ningún apartado; los entregables son propuestas de diseño y documentación final del proyecto para programas públicos. Los avances parciales del proyecto son evidencias de proceso, no prototipado. Nivel 0"
Diseño Participativo,DV14,1,0,No aparece en el programa: nada sobre definición o supervisión del lenguaje visual de un proyecto.
Diseño Participativo,NC3,3,2,"La evidencia existe: la actividad Discutir la pertinencia, viabilidad y fundamentación de la propuesta desarrollada y el fin de sistemas socialmente útiles aplican la definición de beneficio/pertinencia dentro del proyecto, pero el resultado central evaluable es implementar el proceso participativo "
Diseño Participativo,NC4,1,0,Solo 'Analizar alternativas de solución o intervención'; no hay posicionamiento frente a competidores ni diferenciación de oferta.
Diseño Participativo,NC5,3,2,"Se aplica participación de usuarios (Diseño participativo y co-diseño; Definición de objetivos y acuerdos con la comunidad; Entrega de resultados a la comunidad), lo que sostiene el nivel 2, pero no existe comprobación explícita de deseabilidad, adopción o funcionamiento como resultado evaluable que"
Diseño Participativo,NC7,1,0,"No aparece en el programa: 'Introducción a programas públicos y diseño social' no trata creación, entrega y captura de valor como modelo de negocio."
Diseño Participativo,NC9,2,0,"Irrefutable: no hay contenidos sobre organización de recursos, proveedores, tiempos ni procesos de ejecución/producción. El verbo implementar del fin se refiere a implementar conceptos, procesos y herramientas del diseño comunitario, no a producción; la documentación para programas públicos tampoco "
Diseño Participativo,NC10,1,0,"No aparece en el programa: nada de canales, promoción, venta ni distribución; 'Entrega de resultados a la comunidad' es devolución del proyecto, no comercialización."
Diseño Participativo,NC11,3,2,"La palabra viabilidad aparece una sola vez, en la actividad de discutir la propuesta desarrollada: es aplicación dentro del proyecto (nivel 2), pero no figura en el fin de aprendizaje ni como criterio de evaluación central, por lo que 3 no se sostiene. Nivel 2 correcto."
Diseño Participativo,NC12,3,2,"La evidencia existe (Definición de objetivos y acuerdos con la comunidad; Cierre y devolución; Documentación final del proyecto) y constituye gestión aplicada con el cliente-comunidad a lo largo del proyecto, pero el resultado central del fin es implementar el proceso participativo, no la coordinaci"
Materiales Experimentales,DV8,0,1,"3.7 'Producción de pieza expositiva, editorial, instalativa o tridimensional' y fin de aprendizaje 'aplicables a proyectos... editoriales': lo editorial se introduce como formato posible de la pieza final, aunque no como organización secuencial texto-imagen"
Materiales Experimentales,DV11,1,0,"no aparece en el programa: no hay creación de reglas visuales consistentes, adaptables o escalables; las 'composiciones matéricas' son piezas, no sistemas"
Materiales Experimentales,DV14,1,0,no aparece en el programa: ninguna mención a definir o supervisar el lenguaje visual de un proyecto ajeno o de equipo
Materiales Experimentales,DV15,3,2,"La crítica creativa (retroalimentación de docente y pares) y la presentación final (5%) existen textualmente, pero no hay criterio de evaluación dedicado a justificación/argumentación de decisiones; el único criterio asociado pesa 5% y evalúa montaje/exposición. La argumentación se aplica en ejercic"
Materiales Experimentales,NC1,1,0,"no aparece en el programa: ninguna mención a públicos, audiencias, hábitos o motivaciones"
Materiales Experimentales,NC2,2,0,"La 'ideación a partir de la materia' (1.2, 1.7) es generación formal desde la exploración material, no detección de problemas o espacios de valor. Ni 3.4 (pensamiento crítico) ni 3.5 (sustentabilidad material) introducen el concepto de oportunidad. No aparece en objetivos, contenidos ni evidencias: "
Materiales Experimentales,NC3,1,0,"no aparece en el programa: no se define beneficio ni pertinencia de una oferta; la 'propuesta experimental final' es una pieza, no una propuesta de valor"
Materiales Experimentales,NC4,1,0,"no aparece en el programa: sin referencia a competidores, alternativas ni posicionamiento"
Materiales Experimentales,NC5,2,0,"La única retroalimentación del programa es 'del docente y pares' en sesiones de crítica creativa; no hay usuarios, audiencias ni comprobación de pertinencia, deseabilidad o adopción en ninguna sección. La crítica académica no es validación con usuarios: 0."
Materiales Experimentales,NC6,3,0,"El programa produce piezas expositivas/editoriales/instalativas (3.7) como resultado experimental, nunca enmarcadas como oferta implementable ni se introducen conceptos de producto/servicio (lo que exigiría al menos 1). La materialización técnica ya corresponde a DV13. El 3 original era un falso pos"
Materiales Experimentales,NC7,1,0,"no aparece en el programa: sin mención a crear, entregar o capturar valor ni a modelos de negocio"
Materiales Experimentales,NC8,1,0,"no aparece en el programa: sin mención a propiedad intelectual, registro de obras, marcas o licencias"
Materiales Experimentales,NC9,3,1,"La evidencia citada existe ('Recolectar y seleccionar materiales', 'montaje final' al 5%), pero no hay proveedores, tiempos ni organización de procesos de producción. Es manejo rudimentario de recursos y ejecución puntual; un 2 sería litigable por el montaje evaluado, pero bajo lectura estricta de N"
Materiales Experimentales,NC10,1,0,"no aparece en el programa: sin canales, promoción, venta ni distribución; la exposición final es académica"
Materiales Experimentales,NC11,2,0,"Falso cognado correctamente detectado: 'Sustentabilidad, reutilización y transformación de residuos' (3.5) es sustentabilidad ambiental/material, no capacidad de una iniciativa de operar y sostenerse en condiciones reales. Nada más en el programa toca viabilidad operativa: 0."
Materiales Experimentales,NC12,2,0,"La 'experimentación interdisciplinaria colaborativa' (3.3) es trabajo colaborativo, no coordinación de alcance, recursos, riesgos, clientes ni entregables; la bitácora es registro de proceso (DV12). No aparecen clientes ni gestión de proyecto en el programa: 0."
Metodología de Investigación y Creación para el Arte y Diseño,DV1,1,0,"No aparece en el programa: ningún contenido u objetivo sobre forma, color, contraste, escala o jerarquía."
Metodología de Investigación y Creación para el Arte y Diseño,DV2,1,0,No aparece en el programa: no hay organización espacial ni estructural de elementos visuales.
Metodología de Investigación y Creación para el Arte y Diseño,DV4,1,0,"No aparece en el programa: no se menciona fotografía, ilustración ni tratamiento de imagen."
Metodología de Investigación y Creación para el Arte y Diseño,DV5,3,0,"No hay construcción de conceptos que articulen intención, forma y contenido en objetivos, contenidos ni evidencias. Lo más cercano ('formular problemas, preguntas o propósitos de investigación', 'postura metodológica propia') es formulación de investigación, cubierta por DV12; usarla para DV5 duplic"
Metodología de Investigación y Creación para el Arte y Diseño,DV6,2,0,"La evidencia del auditor es exacta: la única comunicación trabajada es escrita ('Taller de redacción creativa', 'Estrategias de redacción creativa', ensayos, síntesis). No existe formulación de mensajes visuales para públicos o contextos en ninguna sección del programa. Nivel 0 correcto."
Metodología de Investigación y Creación para el Arte y Diseño,DV9,2,0,"Intenté refutar con 'Cartografía de metodologías cuantitativas y cualitativas' y 'elaborar fichas, matrices o registros': la cartografía es un panorama de metodologías (contenido teórico), y las fichas/matrices son herramientas bibliográficas para 'organizar información consultada', no síntesis ni r"
Metodología de Investigación y Creación para el Arte y Diseño,DV11,1,0,"No aparece en el programa: no hay reglas visuales consistentes, adaptables ni escalables."
Metodología de Investigación y Creación para el Arte y Diseño,DV13,2,0,"No hay materialización técnica, pruebas, maquetas ni prototipos en ningún punto del programa. El proyecto integrador consiste en diseñar y aplicar una metodología propia y redactar sus avances (planteamiento, postura, hallazgos, objetivos, alcances); el entregable es documental. El 2 original no tie"
Metodología de Investigación y Creación para el Arte y Diseño,DV15,3,2,"La crítica y justificación sí se aplican de forma sostenida ('Debatir lecturas', 'notas críticas', 'revisión crítica de posturas... construir una postura metodológica propia'), lo que descarta 0 o 1. Pero el objeto de la argumentación es la postura metodológica y las lecturas, no decisiones de diseñ"
Metodología de Investigación y Creación para el Arte y Diseño,NC1,2,0,"No hay mención alguna de públicos, audiencias, hábitos ni motivaciones. Probé la lectura generosa de 'Ética en los procesos creativos' y 'Descolonización de las metodologías' como sensibilidad hacia comunidades: refieren a ética epistemológica de la investigación, no a comprensión de audiencias para"
Metodología de Investigación y Creación para el Arte y Diseño,NC2,3,0,"El programa formula 'problemas, preguntas o propósitos de investigación situados en el campo disciplinar creativo' — es planteamiento académico (DV12), sin ningún encuadre de valor, mercado u oportunidad donde el diseño produzca valor. El constructo NC2 tal como lo define el instrumento no aparece; "
Metodología de Investigación y Creación para el Arte y Diseño,NC3,2,0,"No se define beneficio ni pertinencia de una oferta creativa en ninguna sección. La 'pertinencia' que aparece implícita es la de posturas metodológicas, no la de una oferta ante públicos. 0 correcto."
Metodología de Investigación y Creación para el Arte y Diseño,NC4,1,0,"No aparece en el programa: no hay competidores, alternativas ni posicionamiento."
Metodología de Investigación y Creación para el Arte y Diseño,NC5,3,0,"No hay comprobación con usuarios de deseabilidad, adopción ni funcionamiento. Probé refutar con 'Cartografía de metodologías cuantitativas y cualitativas' (que podría incluir métodos empíricos): se trata de un mapeo epistemológico de tradiciones de investigación, y el 'análisis de hallazgos' del pro"
Metodología de Investigación y Creación para el Arte y Diseño,NC6,2,0,"El entregable del proyecto integrador es 'analizar y aplicar una metodología integradora a un campo creativo determinado' y documentarla — una metodología y su documento, no la transformación de una idea en producto, servicio o experiencia implementable. 0 correcto."
Metodología de Investigación y Creación para el Arte y Diseño,NC7,1,0,"No aparece en el programa: ninguna mención de creación, entrega o captura de valor."
Metodología de Investigación y Creación para el Arte y Diseño,NC8,1,0,"'Ética en los procesos creativos' es ética de investigación (posturas éticas que delimitan la investigación), no protección ni aprovechamiento de marcas, obras o diseños."
Metodología de Investigación y Creación para el Arte y Diseño,NC9,1,0,"Las 'bitácoras, registros, archivos y bases de datos' documentan evidencias del proceso de investigación, no organizan recursos, proveedores, tiempos ni procesos de ejecución."
Metodología de Investigación y Creación para el Arte y Diseño,NC11,2,0,"'Definir... los alcances y limitantes del proyecto' (actividades independientes) es delimitación de un proyecto de investigación académica, parte del diseño metodológico (DV12). No hay evaluación de capacidad de operar, sostenerse o mantener pertinencia bajo condiciones reales. 0 correcto."
Metodología de Investigación y Creación para el Arte y Diseño,NC12,2,0,"La evidencia citada existe (definir objetivos generales/particulares, alcances y limitantes), pero es planteamiento de investigación, no gestión: el programa no introduce coordinación de recursos, equipos, clientes, riesgos ni entregables profesionales como contenido o competencia. Atribuir el scopi"
Dirección de Arte para Medios Audiovisuales e Interactivos,DV8,1,0,"No aparece en el programa: moodboards, lookbooks y storyboards (3.3) son documentos de preproducción de dirección de arte, no organización secuencial en medios editoriales."
Dirección de Arte para Medios Audiovisuales e Interactivos,DV10,3,2,"La evidencia existe (línea 77 'Producir y postproducir piezas audiovisuales e interactivas'; 2.6 posibilidades técnicas de medios interactivos). Se aplica en proyectos reales (descarta 1), pero el diseño de interfaces/comportamientos nunca es el entregable evaluado: el producto final (40%) y el fin "
Dirección de Arte para Medios Audiovisuales e Interactivos,DV11,3,2,"4.5 'unificación de paleta, tipografía, espacio y vestuario bajo un concepto director' y la actividad 'identidad visual' (línea 73) acreditan aplicación dentro del proyecto, pero el sistema visual como reglas consistentes/escalables no figura en el fin de aprendizaje ni como criterio evaluable propi"
Dirección de Arte para Medios Audiovisuales e Interactivos,NC1,2,0,"Verificado: no aparece 'público', 'audiencia' ni 'usuario' en objetivos, contenidos ni actividades del programa. 'Comunicar de manera estratégica' no implica trabajo de comprensión de audiencias. 0 correcto; el 2 original carecía de evidencia."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC2,2,0,"Ninguna actividad o contenido trata detección de problemas u oportunidades de valor; los proyectos parten de encargos académicos de dirección de arte, no de oportunidades identificadas. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC3,2,0,"Las 'propuestas' del programa (líneas 63, 73-75) son propuestas estéticas y de dirección de arte; no se define beneficio ni pertinencia de una oferta creativa en ningún punto. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC4,3,0,"3.1 'Contextualización, tendencias y referencias visuales' es investigación estética para el desarrollo conceptual (línea 72), no posicionamiento frente a alternativas o competidores — términos ausentes del programa. El 3 original era insostenible. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC5,2,0,"La única retroalimentación es 'ante el docente y grupo' (línea 64) y sesiones de crítica (línea 65): crítica académica, no comprobación de pertinencia o adopción con usuarios reales. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC6,3,0,Las piezas producidas son entregables académicos de comunicación visual; el programa nunca las enmarca como oferta implementable de negocio (producto/servicio ofertable). Leerlo de otro modo haría que todo taller puntuara NC6. 0 defendible bajo lectura estricta de las dimensiones NC.
Dirección de Arte para Medios Audiovisuales e Interactivos,NC7,1,0,"No aparece en el programa: no hay contenido sobre creación, entrega o captura de valor de una iniciativa."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC8,2,0,"Verificado: cero menciones de propiedad intelectual, registro, licencias o derechos en todo el programa. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC9,3,2,"Evidencia real y fuerte (unidad 4 completa: flujos 4.1, roles 4.2, breakdowns 4.3, presupuestos 4.4; actividad línea 76), lo que descarta 0 y 1; pero el producto final evaluado (40%) es la propuesta de dirección de arte, no el plan de producción, así que no es resultado central evaluable. 2 exacto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC10,3,0,"'Salidas de la producción' solo aparece en el título de la unidad 4, cuyos subtemas son flujos, roles, breakdowns, presupuestos e identidad — formatos técnicos, no canales ni venta. 'Publicidad' figura solo como fuente de referentes visuales (línea 72). El 3 original era insostenible. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC11,2,0,"El presupuesto (4.4) es organización de recursos de ejecución, ya acreditado en NC9; no hay análisis de capacidad de operar o sostenerse bajo condiciones reales. Contarlo también aquí duplicaría la misma evidencia. 0 correcto."
Dirección de Arte para Medios Audiovisuales e Interactivos,NC12,3,2,"4.2 'Definición de procesos y roles de equipo', breakdowns 4.3 y la actividad de flujos (línea 76) acreditan coordinación aplicada de equipos y entregables (descarta 0 y 1), pero no hay clientes ni la gestión es resultado central evaluable — lo evaluado es la propuesta de dirección de arte. 2 correc"
Dirección de Arte y Fotografía de Producto,DV3,2,0,"La palabra tipografía no aparece en fines, contenidos, actividades ni evaluación del programa; no hay selección ni aplicación de sistemas tipográficos ni siquiera implícita. El 0 es correcto."
Dirección de Arte y Fotografía de Producto,DV7,3,2,"El programa aplica una identidad existente ('piezas fotográficas alineadas a la identidad de marca', 'coherencia entre la fotografía y el sistema visual de la marca') en todos los proyectos, pero nunca se construyen identidades o marcas, que es lo que define DV7 como resultado central. Aplica = 2."
Dirección de Arte y Fotografía de Producto,DV8,1,0,'Editorial' aparece solo como tipo de fotografía y formato de destino; no hay diseño editorial (organización de textos e imágenes).
Dirección de Arte y Fotografía de Producto,DV9,1,0,No aparece en el programa: sin visualización de datos ni representación de información.
Dirección de Arte y Fotografía de Producto,DV10,1,0,E-commerce y redes sociales figuran solo como destino de las imágenes; no hay diseño de interfaces ni interacción.
Dirección de Arte y Fotografía de Producto,DV11,3,2,"'Definición de estilo visual por proyecto' y 'lineamientos para retoque, color y consistencia' son aplicación de consistencia dentro de cada proyecto; crear reglas visuales escalables no es entregable evaluado (los criterios evalúan moodboards, brief de producción y sesión final). Aplica = 2."
Dirección de Arte y Fotografía de Producto,NC1,2,1,"'Decisiones estéticas por marca, audiencia, plataforma de uso y momento de campaña': audiencia introducida como criterio, sin actividad de estudio o análisis de audiencias."
Dirección de Arte y Fotografía de Producto,NC2,3,0,"Todo el trabajo parte de un brief de marca dado ('a partir de un brief de marca'); la 'lectura de briefs' es interpretación de un problema ya definido, no detección de oportunidades. No aparece = 0."
Dirección de Arte y Fotografía de Producto,NC3,3,2,"La pertinencia comercial se aplica y defiende ('traducción de objetivos comerciales en propuestas visuales', 'defensa estético-comercial' dentro del 50%), pero lo evaluado como resultado central es la sesión dirigida y su defensa, no la definición de una propuesta de valor. Aplica = 2."
Dirección de Arte y Fotografía de Producto,NC4,3,0,"El análisis de referentes identifica 'concepto, estética, composición y estrategia comercial' de casos ajenos; no hay mapeo frente a competidores, diferenciación ni el concepto de posicionamiento en ningún apartado. No aparece = 0."
Dirección de Arte y Fotografía de Producto,NC5,2,0,La 'revisión iterativa de tomas' es control de calidad en set; las presentaciones son ante docente y pares (crítica académica) y el cliente solo figura en una discusión teórica. No hay comprobación con usuarios o audiencias. No aparece = 0.
Dirección de Arte y Fotografía de Producto,NC6,3,0,"El entregable es material fotográfico curado para uso de marca; 'el producto como protagonista visual' es el objeto fotografiado, no una oferta implementable desarrollada por el alumno. No hay transformación de idea en producto, servicio o experiencia. 0 correcto."
Dirección de Arte y Fotografía de Producto,NC7,2,0,"No existe mención alguna de modelos de negocio, ingresos o captura de valor en todo el programa. 0 correcto."
Dirección de Arte y Fotografía de Producto,NC8,2,0,"No hay mención de derechos de imagen, licencias, registro ni propiedad intelectual, pese a que el curso involucra talento y material comercial; la ausencia es total. 0 correcto."
Dirección de Arte y Fotografía de Producto,NC10,3,1,"Los canales aparecen como destino ('adaptación de imágenes a formatos: e-commerce, redes sociales, publicidad impresa y editorial') y criterio de decisión ('plataforma de uso'), pero preparar activos para canal no es promover, vender ni distribuir; no se practica acceso a públicos. Introduce = 1."
Dirección de Arte y Fotografía de Producto,NC11,3,0,"'Gestión de tiempos, presupuesto y logística básica de producción' corresponde textualmente a NC9 (organización de recursos, tiempos y procesos de ejecución); no hay trabajo sobre viabilidad ni sostenibilidad de una iniciativa. No aparece = 0."
Gestión de Proyectos Creativos,DV5,1,0,"El 'brief creativo' se trabaja como documento profesional de gestión (kit: brief, cronograma y presupuesto), no como construcción de conceptos de diseño."
Gestión de Proyectos Creativos,DV6,1,0,La 'comunicación efectiva entre los usuarios del proyecto' es interpersonal/de coordinación; no hay formulación de mensajes visuales para públicos.
Gestión de Proyectos Creativos,DV8,0,2,"La evidencia existe textualmente: 'diseño editorial' es componente evaluado del Catálogo de proveedores (50%). Se aplica dentro del proyecto integrador (nivel 2); no es 3 porque no hay contenido temático editorial y el fin de aprendizaje es la gestión, no el diseño editorial."
Gestión de Proyectos Creativos,DV13,1,2,"'Producción' aparece como componente evaluado del catálogo (50%): la materialización técnica del entregable se exige y califica, lo que supera la mera introducción (1) y corresponde a aplicación en proyecto (2). No es 3 porque la producción no es el resultado central del fin de aprendizaje."
Gestión de Proyectos Creativos,DV14,1,0,No aparece definición/supervisión de lenguaje visual; la 'dirección' del título es de proyectos y el liderazgo es 'de equipo y coordinación de colaboradores externos'.
Gestión de Proyectos Creativos,NC1,2,0,"Refutación fallida: no existe ningún contenido, actividad ni criterio sobre necesidades, hábitos o motivaciones de públicos. 'Comunicación efectiva entre los usuarios del proyecto' y las simulaciones con clientes son coordinación y negociación de contraparte (NC12), no comprensión de audiencias."
Gestión de Proyectos Creativos,NC2,3,0,"La única 'identificación' del programa es 'Mapeo de proveedores: identificación, clasificación y relevancia', que es logística de ejecución, no detección de problemas o espacios donde el diseño produzca valor. Nada en objetivos, contenidos ni evidencias aborda oportunidades; el 3 original era insost"
Gestión de Proyectos Creativos,NC3,3,1,"La cita existe (línea 46): 'presentación de propuestas' en reuniones simuladas, pero son propuestas de proyecto (alcance, negociación), no definición del beneficio de una oferta creativa. Junto con 'Definición del perfil creativo' hay apenas introducción tangencial: 1 es defendible; ni 0 (algo apare"
Gestión de Proyectos Creativos,NC4,2,0,"No aparecen posicionamiento, competidores, alternativas ni mercado en ninguna sección. La 'Definición del perfil creativo' define identidad profesional propia sin contrastarla con alternativas, requisito explícito de la dimensión ('frente a alternativas y competidores'). El 0 resiste la refutación."
Gestión de Proyectos Creativos,NC5,2,0,"Toda la retroalimentación del programa proviene del docente, del grupo y del panel evaluador (líneas 45-47, 69-71); las reuniones con clientes son simuladas y de negociación. No hay comprobación de pertinencia, deseabilidad o adopción con usuarios reales: 0 correcto."
Gestión de Proyectos Creativos,NC6,3,1,"Refuto el 0: la dimensión sí aparece a nivel introductorio. La actividad independiente 'Preparar casos de estudio y modelos de negocio' (línea 58) más 'Definición del perfil creativo' y 'Modelos de cobro' introducen referencias básicas sobre convertir la práctica creativa en oferta cobrable, aunque "
Gestión de Proyectos Creativos,NC8,2,0,
Gestión de Proyectos Creativos,NC10,2,1,"Solo el componente de venta en 'presentación de propuestas, manejo de objeciones y negociación'; sin canales, promoción ni distribución."
Gestión de Proyectos Creativos,NC11,3,2,"Presupuesto dentro del kit evaluado (15%), 'Modelos de cobro' y 'Gestión de riesgos' existen textualmente y aplican la viabilidad dentro del proyecto (2). No es 3: el fin de aprendizaje es planear, operar y cerrar proyectos; la viabilidad es instrumental, no el resultado central evaluable."
Dirección Visual de Marca,DV1,3,2,"La evidencia existe: 'Desarrollar piezas visuales del sistema' (act. independiente) y 'jerarquías visuales' (contenido). Pero el fin de aprendizaje es 'dirigir la implementación visual... gestión de sistemas visuales': el lenguaje visual se ejerce como medio dentro de talleres y proyecto, no es el r"
Dirección Visual de Marca,DV2,3,2,"'Reglas de uso, jerarquías visuales y manejo de excepciones' y el desarrollo de piezas del sistema implican composición aplicada en talleres (20%) y proyecto, pero ningún criterio de evaluación tiene la composición como producto central; el producto es el sistema de marca y su documentación. Aplica "
Dirección Visual de Marca,DV3,3,2,"Tipografía aparece solo enumerada como componente ('logotipo, paleta, tipografía, imagen, motion y voz visual'), pero se trabaja dentro de los talleres de sistemas visuales y del manual del proyecto (elementos primarios, reglas de uso), lo que supera la mera introducción sin constituir producto cent"
Dirección Visual de Marca,DV4,3,1,"'Imagen' solo figura en la enumeración de componentes de marca (línea 21). Ninguna actividad bajo conducción ni independiente incluye creación o tratamiento de fotografía/ilustración, y no hay evidencia evaluable de ello. Introduce = 1; el 3 original era insostenible."
Dirección Visual de Marca,DV5,3,2,"'Lectura de briefs y traducción de objetivos de negocio a propuestas visuales' es aplicación de conceptualización dentro de ejercicios; el proyecto parte de dirigir/implementar (auditoría de marca existente, sistema aplicado), no de construir un concepto original como producto central evaluable. Apl"
Dirección Visual de Marca,DV6,3,2,"La 'Adaptación de sistemas visuales a distintos formatos, plataformas y contextos culturales' se ejercita en casos prácticos guiados, pero el fin declarado es mantener consistencia de identidad, no formular mensajes para públicos específicos; ningún producto evalúa centralmente la comunicación a púb"
Dirección Visual de Marca,DV9,2,1,'Mapeo de puntos de contacto' introduce representación de sistemas; no hay ejercicios ni evidencias de visualización de información
Dirección Visual de Marca,DV10,2,1,"Lo digital es contexto de implementación ('implementación de marca en ecosistemas digitales'); no se diseñan interfaces, comportamientos ni interacción"
Dirección Visual de Marca,DV12,3,2,"Caso cerrado: la auditoría documentada vale 20% y el 'libro de proceso con bocetos, referencias, decisiones' existe. Pero el fin de aprendizaje no menciona investigación ni iteración, el producto central (45%) es el sistema/manual/defensa, y el libro de proceso es soporte, no entregable central. Baj"
Dirección Visual de Marca,NC1,3,1,"'Audiencia' solo aparece en fundamentos ('identidad, propósito, posicionamiento y audiencia', línea 20). No hay actividad de estudio de necesidades, hábitos o motivaciones; la 'adaptación a contextos culturales' opera sobre el sistema visual, no sobre comprensión de públicos. Introduce = 1."
Dirección Visual de Marca,NC2,3,2,La evidencia es exacta: la auditoría 'identificando inconsistencias entre puntos de contacto y oportunidades de mejora' se evalúa al 20% — detección aplicada en un producto real. Pero no es el resultado central (fin de aprendizaje = dirigir implementación; 45% = proyecto integrador). El caso más def
Dirección Visual de Marca,NC3,3,0,"Verificado por búsqueda: no hay ninguna mención a propuesta de valor, beneficio o pertinencia de una oferta. 'Propósito' de marca y 'objetivos de negocio' son conceptos distintos (alineación, no definición de oferta). No aparece = 0."
Dirección Visual de Marca,NC4,3,1,'Posicionamiento' se introduce una sola vez en fundamentos de marca (línea 20). El análisis de marcas de referencia no incluye posicionar una propuesta frente a competidores ni se evalúa diferenciación. Introduce = 1.
Dirección Visual de Marca,NC5,2,0,"La única retroalimentación es 'frente al docente y los pares' y el 'liderazgo de procesos de revisión' interno; no existe comprobación con usuarios o públicos reales en objetivos, contenidos ni evidencias. El 2 original no tenía sustento. No aparece = 0."
Dirección Visual de Marca,NC6,3,0,"'Retail' y 'experiencial' son puntos de contacto donde se aplica la marca (mapeo de touchpoints), no transformación de una idea en producto, servicio o experiencia implementable. Ningún contenido introduce desarrollo de oferta. No aparece = 0."
Dirección Visual de Marca,NC7,2,0,"Sin mención de modelo de negocio, ingresos ni captura de valor. 'Objetivos de negocio' aparece solo como criterio de alineación/argumentación ('traducción de objetivos de negocio a propuestas visuales'), que no introduce el concepto de modelo de negocio. No aparece = 0."
Dirección Visual de Marca,NC8,3,0,"Verificado: cero menciones a registro, derechos, licenciamiento o protección de PI pese a ser materia de marca. Los brand guidelines regulan uso visual interno, no protección ni aprovechamiento legal de la marca. No aparece = 0."
Dirección Visual de Marca,NC10,3,1,"'Evolución de marca: campañas, lanzamientos, momentos clave y rebranding' introduce contexto promocional como contenido, pero ninguna actividad desarrolla canales, promoción, venta o distribución; los puntos de contacto son presencia de marca, no comercialización. Introduce = 1."
Dirección Visual de Marca,NC11,3,0,"No hay contenido, actividad ni evidencia sobre viabilidad, operación o sostenibilidad bajo condiciones reales; 'asegurando calidad visual y alineación con objetivos de negocio' no lo constituye. No aparece = 0."
Dirección Visual de Marca,NC12,3,2,"'Coordinación con equipos internos, agencias, freelancers y proveedores', 'flujos de trabajo, aprobaciones', lectura de briefs y los dilemas profesionales se aplican en casos prácticos guiados y discusión; el manual 'que comunique las reglas a otros equipos' roza el 3, pero no hay entregable evaluad"
Animación Gráfica y Contenido Digital,DV2,3,2,"La cita existe (línea de contenido 'Tipografía cinética, jerarquías visuales y composición en movimiento') y los ejercicios la aplican, pero ni el fin de aprendizaje ('principios de animación, narrativa visual y producción audiovisual') ni el criterio del 45% ('producción, adaptación a plataformas y"
